Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 4 165 dynamic 2 0.000
1 100 0.100 1000 4 184 dynamic 2 0.000
1 100 0.200 1000 4 322 dynamic 2 0.000
1 100 0.300 1000 4 838 dynamic 2 1.000
1 100 0.400 1000 4 983 dynamic 2 1.000
1 100 0.500 1000 4 1078 dynamic 2 1.000
1 100 0.600 1000 4 1151 dynamic 2 1.000
1 100 0.700 1000 4 1209 dynamic 2 1.000
1 100 0.800 1000 4 1253 dynamic 2 1.000
1 100 0.900 1000 4 1274 dynamic 2 1.000
1 100 1.000 1000 4 1324 dynamic 2 1.000
