Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 1 648 dynamic 1 0.000
1 100 0.100 1000 1 716 dynamic 1 0.000
1 100 0.200 1000 1 1015 dynamic 1 0.000
1 100 0.300 1000 1 2615 dynamic 1 1.000
1 100 0.400 1000 1 3043 dynamic 1 1.000
1 100 0.500 1000 1 3370 dynamic 1 1.000
1 100 0.600 1000 1 3620 dynamic 1 1.000
1 100 0.700 1000 1 3760 dynamic 1 1.000
1 100 0.800 1000 1 3895 dynamic 1 1.000
1 100 0.900 1000 1 4001 dynamic 1 1.000
1 100 1.000 1000 1 4233 dynamic 1 1.000
