Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 270 guided 500 0.000
1 100 0.100 1000 2 301 guided 500 0.000
1 100 0.200 1000 2 605 guided 500 0.000
1 100 0.300 1000 2 1316 guided 500 1.000
1 100 0.400 1000 2 1556 guided 500 1.000
1 100 0.500 1000 2 1715 guided 500 1.000
1 100 0.600 1000 2 1834 guided 500 1.000
1 100 0.700 1000 2 1923 guided 500 1.000
1 100 0.800 1000 2 1980 guided 500 1.000
1 100 0.900 1000 2 2031 guided 500 1.000
1 100 1.000 1000 2 2100 guided 500 1.000
