Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 334 dynamic 64 0.000
1 100 0.100 1000 2 369 dynamic 64 0.000
1 100 0.200 1000 2 489 dynamic 64 0.000
1 100 0.300 1000 2 1658 dynamic 64 1.000
1 100 0.400 1000 2 1942 dynamic 64 1.000
1 100 0.500 1000 2 2163 dynamic 64 1.000
1 100 0.600 1000 2 2308 dynamic 64 1.000
1 100 0.700 1000 2 2425 dynamic 64 1.000
1 100 0.800 1000 2 2491 dynamic 64 1.000
1 100 0.900 1000 2 2565 dynamic 64 1.000
1 100 1.000 1000 2 2654 dynamic 64 1.000
