Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 327 dynamic 8 0.000
1 100 0.100 1000 2 373 dynamic 8 0.000
1 100 0.200 1000 2 542 dynamic 8 0.000
1 100 0.300 1000 2 1632 dynamic 8 1.000
1 100 0.400 1000 2 1921 dynamic 8 1.000
1 100 0.500 1000 2 2125 dynamic 8 1.000
1 100 0.600 1000 2 2278 dynamic 8 1.000
1 100 0.700 1000 2 2379 dynamic 8 1.000
1 100 0.800 1000 2 2461 dynamic 8 1.000
1 100 0.900 1000 2 2526 dynamic 8 1.000
1 100 1.000 1000 2 2620 dynamic 8 1.000
