Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 1 643 guided 512 0.000
1 100 0.100 1000 1 714 guided 512 0.000
1 100 0.200 1000 1 1211 guided 512 0.000
1 100 0.300 1000 1 2606 guided 512 1.000
1 100 0.400 1000 1 3067 guided 512 1.000
1 100 0.500 1000 1 3368 guided 512 1.000
1 100 0.600 1000 1 3613 guided 512 1.000
1 100 0.700 1000 1 3767 guided 512 1.000
1 100 0.800 1000 1 3888 guided 512 1.000
1 100 0.900 1000 1 4007 guided 512 1.000
1 100 1.000 1000 1 4236 guided 512 1.000
