Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 331 static 64 0.000
1 100 0.100 1000 2 366 static 64 0.000
1 100 0.200 1000 2 804 static 64 0.171
1 100 0.300 1000 2 1644 static 64 1.000
1 100 0.400 1000 2 1945 static 64 1.000
1 100 0.500 1000 2 2154 static 64 1.000
1 100 0.600 1000 2 2308 static 64 1.000
1 100 0.700 1000 2 2414 static 64 1.000
1 100 0.800 1000 2 2498 static 64 1.000
1 100 0.900 1000 2 2564 static 64 1.000
1 100 1.000 1000 2 2650 static 64 1.000
