Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 324 guided 500 0.000
1 100 0.100 1000 2 364 guided 500 0.000
1 100 0.200 1000 2 557 guided 500 0.000
1 100 0.300 1000 2 1636 guided 500 1.000
1 100 0.400 1000 2 1921 guided 500 1.000
1 100 0.500 1000 2 2116 guided 500 1.000
1 100 0.600 1000 2 2265 guided 500 1.000
1 100 0.700 1000 2 2383 guided 500 1.000
1 100 0.800 1000 2 2448 guided 500 1.000
1 100 0.900 1000 2 2511 guided 500 1.000
1 100 1.000 1000 2 2607 guided 500 1.000
