Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 1 532 guided 1000 0.000
1 100 0.100 1000 1 579 guided 1000 0.000
1 100 0.200 1000 1 1027 guided 1000 0.000
1 100 0.300 1000 1 2088 guided 1000 1.000
1 100 0.400 1000 1 2460 guided 1000 1.000
1 100 0.500 1000 1 2693 guided 1000 1.000
1 100 0.600 1000 1 2817 guided 1000 1.000
1 100 0.700 1000 1 2910 guided 1000 1.000
1 100 0.800 1000 1 3001 guided 1000 1.000
1 100 0.900 1000 1 3066 guided 1000 1.000
1 100 1.000 1000 1 3243 guided 1000 1.000
