Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 332 static 256 0.000
1 100 0.100 1000 2 369 static 256 0.000
1 100 0.200 1000 2 854 static 256 0.465
1 100 0.300 1000 2 1654 static 256 1.000
1 100 0.400 1000 2 1948 static 256 1.000
1 100 0.500 1000 2 2156 static 256 1.000
1 100 0.600 1000 2 2308 static 256 1.000
1 100 0.700 1000 2 2422 static 256 1.000
1 100 0.800 1000 2 2500 static 256 1.000
1 100 0.900 1000 2 2561 static 256 1.000
1 100 1.000 1000 2 2660 static 256 1.000
