Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 1 637 guided 256 0.000
1 100 0.100 1000 1 701 guided 256 0.000
1 100 0.200 1000 1 1149 guided 256 0.000
1 100 0.300 1000 1 2569 guided 256 1.000
1 100 0.400 1000 1 3031 guided 256 1.000
1 100 0.500 1000 1 3339 guided 256 1.000
1 100 0.600 1000 1 3571 guided 256 1.000
1 100 0.700 1000 1 3733 guided 256 1.000
1 100 0.800 1000 1 3835 guided 256 1.000
1 100 0.900 1000 1 3946 guided 256 1.000
1 100 1.000 1000 1 4169 guided 256 1.000
