Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 4 167 guided 250 0.000
1 100 0.100 1000 4 183 guided 250 0.000
1 100 0.200 1000 4 469 guided 250 0.749
1 100 0.300 1000 4 835 guided 250 1.000
1 100 0.400 1000 4 973 guided 250 1.000
1 100 0.500 1000 4 1077 guided 250 1.000
1 100 0.600 1000 4 1153 guided 250 1.000
1 100 0.700 1000 4 1202 guided 250 1.000
1 100 0.800 1000 4 1247 guided 250 1.000
1 100 0.900 1000 4 1278 guided 250 1.000
1 100 1.000 1000 4 1324 guided 250 1.000
