Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 8 92 dynamic 16 0.000
1 100 0.100 1000 8 107 dynamic 16 0.000
1 100 0.200 1000 8 167 dynamic 16 0.096
1 100 0.300 1000 8 440 dynamic 16 1.000
1 100 0.400 1000 8 517 dynamic 16 1.000
1 100 0.500 1000 8 576 dynamic 16 1.000
1 100 0.600 1000 8 623 dynamic 16 1.000
1 100 0.700 1000 8 639 dynamic 16 1.000
1 100 0.800 1000 8 661 dynamic 16 1.000
1 100 0.900 1000 8 677 dynamic 16 1.000
1 100 1.000 1000 8 711 dynamic 16 1.000
