Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 4 174 guided 32 0.000
1 100 0.100 1000 4 184 guided 32 0.000
1 100 0.200 1000 4 302 guided 32 0.000
1 100 0.300 1000 4 867 guided 32 1.000
1 100 0.400 1000 4 1021 guided 32 1.000
1 100 0.500 1000 4 1116 guided 32 1.000
1 100 0.600 1000 4 1202 guided 32 1.000
1 100 0.700 1000 4 1264 guided 32 1.000
1 100 0.800 1000 4 1306 guided 32 1.000
1 100 0.900 1000 4 1341 guided 32 1.000
1 100 1.000 1000 4 1383 guided 32 1.000
