Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 327 dynamic 8 0.000
1 100 0.100 1000 2 365 dynamic 8 0.000
1 100 0.200 1000 2 626 dynamic 8 0.384
1 100 0.300 1000 2 1630 dynamic 8 1.000
1 100 0.400 1000 2 1912 dynamic 8 1.000
1 100 0.500 1000 2 2116 dynamic 8 1.000
1 100 0.600 1000 2 2280 dynamic 8 1.000
1 100 0.700 1000 2 2376 dynamic 8 1.000
1 100 0.800 1000 2 2456 dynamic 8 1.000
1 100 0.900 1000 2 2523 dynamic 8 1.000
1 100 1.000 1000 2 2614 dynamic 8 1.000
