Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 340 static 128 0.000
1 100 0.100 1000 2 382 static 128 0.000
1 100 0.200 1000 2 636 static 128 0.000
1 100 0.300 1000 2 1693 static 128 1.000
1 100 0.400 1000 2 1992 static 128 1.000
1 100 0.500 1000 2 2204 static 128 1.000
1 100 0.600 1000 2 2346 static 128 1.000
1 100 0.700 1000 2 2472 static 128 1.000
1 100 0.800 1000 2 2535 static 128 1.000
1 100 0.900 1000 2 2629 static 128 1.000
1 100 1.000 1000 2 2724 static 128 1.000
