Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 8 93 dynamic 16 0.000
1 100 0.100 1000 8 100 dynamic 16 0.000
1 100 0.200 1000 8 176 dynamic 16 0.184
1 100 0.300 1000 8 442 dynamic 16 1.000
1 100 0.400 1000 8 518 dynamic 16 1.000
1 100 0.500 1000 8 577 dynamic 16 1.000
1 100 0.600 1000 8 613 dynamic 16 1.000
1 100 0.700 1000 8 640 dynamic 16 1.000
1 100 0.800 1000 8 662 dynamic 16 1.000
1 100 0.900 1000 8 673 dynamic 16 1.000
1 100 1.000 1000 8 717 dynamic 16 1.000
