Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 8 91 guided 125 0.000
1 100 0.100 1000 8 100 guided 125 0.000
1 100 0.200 1000 8 176 guided 125 0.000
1 100 0.300 1000 8 438 guided 125 1.000
1 100 0.400 1000 8 511 guided 125 1.000
1 100 0.500 1000 8 579 guided 125 1.000
1 100 0.600 1000 8 598 guided 125 1.000
1 100 0.700 1000 8 646 guided 125 1.000
1 100 0.800 1000 8 647 guided 125 1.000
1 100 0.900 1000 8 665 guided 125 1.000
1 100 1.000 1000 8 694 guided 125 1.000
