Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 4 168 dynamic 8 0.000
1 100 0.100 1000 4 185 dynamic 8 0.000
1 100 0.200 1000 4 371 dynamic 8 0.410
1 100 0.300 1000 4 842 dynamic 8 1.000
1 100 0.400 1000 4 987 dynamic 8 1.000
1 100 0.500 1000 4 1087 dynamic 8 1.000
1 100 0.600 1000 4 1166 dynamic 8 1.000
1 100 0.700 1000 4 1219 dynamic 8 1.000
1 100 0.800 1000 4 1256 dynamic 8 1.000
1 100 0.900 1000 4 1294 dynamic 8 1.000
1 100 1.000 1000 4 1337 dynamic 8 1.000
