Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 332 dynamic 128 0.000
1 100 0.100 1000 2 367 dynamic 128 0.000
1 100 0.200 1000 2 768 dynamic 128 0.361
1 100 0.300 1000 2 1671 dynamic 128 1.000
1 100 0.400 1000 2 1951 dynamic 128 1.000
1 100 0.500 1000 2 2159 dynamic 128 1.000
1 100 0.600 1000 2 2309 dynamic 128 1.000
1 100 0.700 1000 2 2426 dynamic 128 1.000
1 100 0.800 1000 2 2488 dynamic 128 1.000
1 100 0.900 1000 2 2562 dynamic 128 1.000
1 100 1.000 1000 2 2665 dynamic 128 1.000
