Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 269 static 500 0.000
1 100 0.100 1000 2 301 static 500 0.000
1 100 0.200 1000 2 512 static 500 0.000
1 100 0.300 1000 2 1318 static 500 1.000
1 100 0.400 1000 2 1556 static 500 1.000
1 100 0.500 1000 2 1711 static 500 1.000
1 100 0.600 1000 2 1837 static 500 1.000
1 100 0.700 1000 2 1932 static 500 1.000
1 100 0.800 1000 2 1979 static 500 1.000
1 100 0.900 1000 2 2033 static 500 1.000
1 100 1.000 1000 2 2101 static 500 1.000
