Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 4 167 dynamic 1 0.000
1 100 0.100 1000 4 182 dynamic 1 0.000
1 100 0.200 1000 4 275 dynamic 1 0.000
1 100 0.300 1000 4 831 dynamic 1 1.000
1 100 0.400 1000 4 976 dynamic 1 1.000
1 100 0.500 1000 4 1072 dynamic 1 1.000
1 100 0.600 1000 4 1149 dynamic 1 1.000
1 100 0.700 1000 4 1203 dynamic 1 1.000
1 100 0.800 1000 4 1244 dynamic 1 1.000
1 100 0.900 1000 4 1275 dynamic 1 1.000
1 100 1.000 1000 4 1317 dynamic 1 1.000
