Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 1 648 guided 128 0.000
1 100 0.100 1000 1 729 guided 128 0.000
1 100 0.200 1000 1 1038 guided 128 0.000
1 100 0.300 1000 1 2635 guided 128 1.000
1 100 0.400 1000 1 3067 guided 128 1.000
1 100 0.500 1000 1 3372 guided 128 1.000
1 100 0.600 1000 1 3610 guided 128 1.000
1 100 0.700 1000 1 3780 guided 128 1.000
1 100 0.800 1000 1 3897 guided 128 1.000
1 100 0.900 1000 1 3989 guided 128 1.000
1 100 1.000 1000 1 4228 guided 128 1.000
