Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 8 90 guided 125 0.000
1 100 0.100 1000 8 99 guided 125 0.000
1 100 0.200 1000 8 260 guided 125 0.375
1 100 0.300 1000 8 439 guided 125 1.000
1 100 0.400 1000 8 515 guided 125 1.000
1 100 0.500 1000 8 567 guided 125 1.000
1 100 0.600 1000 8 596 guided 125 1.000
1 100 0.700 1000 8 627 guided 125 1.000
1 100 0.800 1000 8 649 guided 125 1.000
1 100 0.900 1000 8 657 guided 125 1.000
1 100 1.000 1000 8 704 guided 125 1.000
