Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 4 171 dynamic 32 0.000
1 100 0.100 1000 4 188 dynamic 32 0.000
1 100 0.200 1000 4 369 dynamic 32 0.188
1 100 0.300 1000 4 865 dynamic 32 1.000
1 100 0.400 1000 4 1001 dynamic 32 1.000
1 100 0.500 1000 4 1103 dynamic 32 1.000
1 100 0.600 1000 4 1180 dynamic 32 1.000
1 100 0.700 1000 4 1237 dynamic 32 1.000
1 100 0.800 1000 4 1270 dynamic 32 1.000
1 100 0.900 1000 4 1314 dynamic 32 1.000
1 100 1.000 1000 4 1358 dynamic 32 1.000
