Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 326 dynamic 500 0.000
1 100 0.100 1000 2 375 dynamic 500 0.000
1 100 0.200 1000 2 827 dynamic 500 0.443
1 100 0.300 1000 2 1631 dynamic 500 1.000
1 100 0.400 1000 2 1919 dynamic 500 1.000
1 100 0.500 1000 2 2124 dynamic 500 1.000
1 100 0.600 1000 2 2273 dynamic 500 1.000
1 100 0.700 1000 2 2377 dynamic 500 1.000
1 100 0.800 1000 2 2455 dynamic 500 1.000
1 100 0.900 1000 2 2514 dynamic 500 1.000
1 100 1.000 1000 2 2607 dynamic 500 1.000
