Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 8 104 dynamic 64 0.000
1 100 0.100 1000 8 101 dynamic 64 0.000
1 100 0.200 1000 8 231 dynamic 64 0.104
1 100 0.300 1000 8 448 dynamic 64 1.000
1 100 0.400 1000 8 518 dynamic 64 1.000
1 100 0.500 1000 8 579 dynamic 64 1.000
1 100 0.600 1000 8 612 dynamic 64 1.000
1 100 0.700 1000 8 644 dynamic 64 1.000
1 100 0.800 1000 8 656 dynamic 64 1.000
1 100 0.900 1000 8 675 dynamic 64 1.000
1 100 1.000 1000 8 708 dynamic 64 1.000
