Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 4 167 dynamic 2 0.000
1 100 0.100 1000 4 182 dynamic 2 0.000
1 100 0.200 1000 4 348 dynamic 2 0.194
1 100 0.300 1000 4 832 dynamic 2 1.000
1 100 0.400 1000 4 975 dynamic 2 1.000
1 100 0.500 1000 4 1076 dynamic 2 1.000
1 100 0.600 1000 4 1153 dynamic 2 1.000
1 100 0.700 1000 4 1206 dynamic 2 1.000
1 100 0.800 1000 4 1242 dynamic 2 1.000
1 100 0.900 1000 4 1278 dynamic 2 1.000
1 100 1.000 1000 4 1333 dynamic 2 1.000
