Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 325 guided 64 0.000
1 100 0.100 1000 2 370 guided 64 0.000
1 100 0.200 1000 2 621 guided 64 0.000
1 100 0.300 1000 2 1641 guided 64 1.000
1 100 0.400 1000 2 1927 guided 64 1.000
1 100 0.500 1000 2 2131 guided 64 1.000
1 100 0.600 1000 2 2274 guided 64 1.000
1 100 0.700 1000 2 2382 guided 64 1.000
1 100 0.800 1000 2 2460 guided 64 1.000
1 100 0.900 1000 2 2525 guided 64 1.000
1 100 1.000 1000 2 2622 guided 64 1.000
