Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 325 guided 128 0.000
1 100 0.100 1000 2 370 guided 128 0.000
1 100 0.200 1000 2 850 guided 128 0.000
1 100 0.300 1000 2 1636 guided 128 1.000
1 100 0.400 1000 2 1919 guided 128 1.000
1 100 0.500 1000 2 2129 guided 128 1.000
1 100 0.600 1000 2 2287 guided 128 1.000
1 100 0.700 1000 2 2383 guided 128 1.000
1 100 0.800 1000 2 2459 guided 128 1.000
1 100 0.900 1000 2 2524 guided 128 1.000
1 100 1.000 1000 2 2618 guided 128 1.000
