Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 4 170 dynamic 128 0.000
1 100 0.100 1000 4 185 dynamic 128 0.000
1 100 0.200 1000 4 444 dynamic 128 0.222
1 100 0.300 1000 4 846 dynamic 128 1.000
1 100 0.400 1000 4 1001 dynamic 128 1.000
1 100 0.500 1000 4 1111 dynamic 128 1.000
1 100 0.600 1000 4 1183 dynamic 128 1.000
1 100 0.700 1000 4 1238 dynamic 128 1.000
1 100 0.800 1000 4 1273 dynamic 128 1.000
1 100 0.900 1000 4 1304 dynamic 128 1.000
1 100 1.000 1000 4 1350 dynamic 128 1.000
