Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 1 638 dynamic 512 0.000
1 100 0.100 1000 1 706 dynamic 512 0.000
1 100 0.200 1000 1 867 dynamic 512 0.000
1 100 0.300 1000 1 2573 dynamic 512 1.000
1 100 0.400 1000 1 3034 dynamic 512 1.000
1 100 0.500 1000 1 3353 dynamic 512 1.000
1 100 0.600 1000 1 3579 dynamic 512 1.000
1 100 0.700 1000 1 3721 dynamic 512 1.000
1 100 0.800 1000 1 3858 dynamic 512 1.000
1 100 0.900 1000 1 3976 dynamic 512 1.000
1 100 1.000 1000 1 4202 dynamic 512 1.000
