Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 326 guided 64 0.000
1 100 0.100 1000 2 354 guided 64 0.000
1 100 0.200 1000 2 495 guided 64 0.000
1 100 0.300 1000 2 1640 guided 64 1.000
1 100 0.400 1000 2 1919 guided 64 1.000
1 100 0.500 1000 2 2128 guided 64 1.000
1 100 0.600 1000 2 2277 guided 64 1.000
1 100 0.700 1000 2 2374 guided 64 1.000
1 100 0.800 1000 2 2459 guided 64 1.000
1 100 0.900 1000 2 2521 guided 64 1.000
1 100 1.000 1000 2 2617 guided 64 1.000
