Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 324 guided 256 0.000
1 100 0.100 1000 2 359 guided 256 0.000
1 100 0.200 1000 2 542 guided 256 0.000
1 100 0.300 1000 2 1613 guided 256 1.000
1 100 0.400 1000 2 1916 guided 256 1.000
1 100 0.500 1000 2 2126 guided 256 1.000
1 100 0.600 1000 2 2265 guided 256 1.000
1 100 0.700 1000 2 2379 guided 256 1.000
1 100 0.800 1000 2 2451 guided 256 1.000
1 100 0.900 1000 2 2514 guided 256 1.000
1 100 1.000 1000 2 2607 guided 256 1.000
