Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 2 331 dynamic 256 0.000
1 100 0.100 1000 2 364 dynamic 256 0.000
1 100 0.200 1000 2 758 dynamic 256 0.000
1 100 0.300 1000 2 1652 dynamic 256 1.000
1 100 0.400 1000 2 1943 dynamic 256 1.000
1 100 0.500 1000 2 2164 dynamic 256 1.000
1 100 0.600 1000 2 2300 dynamic 256 1.000
1 100 0.700 1000 2 2409 dynamic 256 1.000
1 100 0.800 1000 2 2492 dynamic 256 1.000
1 100 0.900 1000 2 2556 dynamic 256 1.000
1 100 1.000 1000 2 2651 dynamic 256 1.000
