Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 100 0.000 1000 4 169 dynamic 64 0.000
1 100 0.100 1000 4 187 dynamic 64 0.000
1 100 0.200 1000 4 371 dynamic 64 0.000
1 100 0.300 1000 4 849 dynamic 64 1.000
1 100 0.400 1000 4 1005 dynamic 64 1.000
1 100 0.500 1000 4 1101 dynamic 64 1.000
1 100 0.600 1000 4 1183 dynamic 64 1.000
1 100 0.700 1000 4 1231 dynamic 64 1.000
1 100 0.800 1000 4 1273 dynamic 64 1.000
1 100 0.900 1000 4 1304 dynamic 64 1.000
1 100 1.000 1000 4 1356 dynamic 64 1.000
