Flag N d M NbThreads AvgTime Probability
1 10 0.000 1 4 0 0.000
1 10 0.020 1 4 0 0.000
1 10 0.040 1 4 0 0.000
1 10 0.060 1 4 0 0.000
1 10 0.080 1 4 0 0.000
1 10 0.100 1 4 0 0.000
1 10 0.120 1 4 0 0.000
1 10 0.140 1 4 0 0.000
1 10 0.160 1 4 0 0.000
1 10 0.180 1 4 0 1.000
1 10 0.200 1 4 0 1.000
1 10 0.220 1 4 0 1.000
1 10 0.240 1 4 0 1.000
1 10 0.260 1 4 0 1.000
1 10 0.280 1 4 0 1.000
1 10 0.300 1 4 0 1.000
1 10 0.320 1 4 0 1.000
1 10 0.340 1 4 0 1.000
1 10 0.360 1 4 0 1.000
1 10 0.380 1 4 0 1.000
1 10 0.400 1 4 0 1.000
1 10 0.420 1 4 0 1.000
1 10 0.440 1 4 0 1.000
1 10 0.460 1 4 0 1.000
1 10 0.480 1 4 0 1.000
1 10 0.500 1 4 0 1.000
1 10 0.520 1 4 0 1.000
1 10 0.540 1 4 0 1.000
1 10 0.560 1 4 0 1.000
1 10 0.580 1 4 0 1.000
1 10 0.600 1 4 0 1.000
1 10 0.620 1 4 0 1.000
1 10 0.640 1 4 0 1.000
1 10 0.660 1 4 0 1.000
1 10 0.680 1 4 0 1.000
1 10 0.700 1 4 0 1.000
1 10 0.720 1 4 0 1.000
1 10 0.740 1 4 0 1.000
1 10 0.760 1 4 0 1.000
1 10 0.780 1 4 0 1.000
1 10 0.800 1 4 0 1.000
1 10 0.820 1 4 0 1.000
1 10 0.840 1 4 0 1.000
1 10 0.860 1 4 0 1.000
1 10 0.880 1 4 0 1.000
1 10 0.900 1 4 0 1.000
1 10 0.920 1 4 0 1.000
1 10 0.940 1 4 0 1.000
1 10 0.960 1 4 0 1.000
1 10 0.980 1 4 0 1.000
1 10 1.000 1 4 0 1.000
1 10 0.000 10 4 0 0.000
1 10 0.020 10 4 0 0.000
1 10 0.040 10 4 0 0.000
1 10 0.060 10 4 0 0.000
1 10 0.080 10 4 0 0.000
1 10 0.100 10 4 0 0.000
1 10 0.120 10 4 0 0.300
1 10 0.140 10 4 0 0.000
1 10 0.160 10 4 0 0.300
1 10 0.180 10 4 0 0.400
1 10 0.200 10 4 0 0.000
1 10 0.220 10 4 0 0.100
1 10 0.240 10 4 0 0.400
1 10 0.260 10 4 0 0.700
1 10 0.280 10 4 0 0.400
1 10 0.300 10 4 0 1.000
1 10 0.320 10 4 0 1.000
1 10 0.340 10 4 0 1.000
1 10 0.360 10 4 0 1.000
1 10 0.380 10 4 0 1.000
1 10 0.400 10 4 0 1.000
1 10 0.420 10 4 0 1.000
1 10 0.440 10 4 0 1.000
1 10 0.460 10 4 0 1.000
1 10 0.480 10 4 0 1.000
1 10 0.500 10 4 0 1.000
1 10 0.520 10 4 0 1.000
1 10 0.540 10 4 0 1.000
1 10 0.560 10 4 0 1.000
1 10 0.580 10 4 0 1.000
1 10 0.600 10 4 0 1.000
1 10 0.620 10 4 0 1.000
1 10 0.640 10 4 0 1.000
1 10 0.660 10 4 0 1.000
1 10 0.680 10 4 0 1.000
1 10 0.700 10 4 0 1.000
1 10 0.720 10 4 0 1.000
1 10 0.740 10 4 0 1.000
1 10 0.760 10 4 0 1.000
1 10 0.780 10 4 0 1.000
1 10 0.800 10 4 0 1.000
1 10 0.820 10 4 0 1.000
1 10 0.840 10 4 0 1.000
1 10 0.860 10 4 0 1.000
1 10 0.880 10 4 0 1.000
1 10 0.900 10 4 0 1.000
1 10 0.920 10 4 0 1.000
1 10 0.940 10 4 0 1.000
1 10 0.960 10 4 0 1.000
1 10 0.980 10 4 0 1.000
1 10 1.000 10 4 0 1.000
1 10 0.000 100 4 0 0.000
1 10 0.020 100 4 0 0.000
1 10 0.040 100 4 0 0.000
1 10 0.060 100 4 0 0.000
1 10 0.080 100 4 0 0.000
1 10 0.100 100 4 0 0.000
1 10 0.120 100 4 1 0.250
1 10 0.140 100 4 0 0.000
1 10 0.160 100 4 1 0.000
1 10 0.180 100 4 1 0.500
1 10 0.200 100 4 1 0.500
1 10 0.220 100 4 1 0.500
1 10 0.240 100 4 1 0.750
1 10 0.260 100 4 1 0.750
1 10 0.280 100 4 1 1.000
1 10 0.300 100 4 1 1.000
1 10 0.320 100 4 1 1.000
1 10 0.340 100 4 1 1.000
1 10 0.360 100 4 1 1.000
1 10 0.380 100 4 1 1.000
1 10 0.400 100 4 1 1.000
1 10 0.420 100 4 1 1.000
1 10 0.440 100 4 1 1.000
1 10 0.460 100 4 1 1.000
1 10 0.480 100 4 1 1.000
1 10 0.500 100 4 1 1.000
1 10 0.520 100 4 1 1.000
1 10 0.540 100 4 1 1.000
1 10 0.560 100 4 1 1.000
1 10 0.580 100 4 1 1.000
1 10 0.600 100 4 1 1.000
1 10 0.620 100 4 1 1.000
1 10 0.640 100 4 1 1.000
1 10 0.660 100 4 1 1.000
1 10 0.680 100 4 1 1.000
1 10 0.700 100 4 1 1.000
1 10 0.720 100 4 1 1.000
1 10 0.740 100 4 1 1.000
1 10 0.760 100 4 1 1.000
1 10 0.780 100 4 1 1.000
1 10 0.800 100 4 1 1.000
1 10 0.820 100 4 1 1.000
1 10 0.840 100 4 1 1.000
1 10 0.860 100 4 1 1.000
1 10 0.880 100 4 1 1.000
1 10 0.900 100 4 1 1.000
1 10 0.920 100 4 1 1.000
1 10 0.940 100 4 1 1.000
1 10 0.960 100 4 1 1.000
1 10 0.980 100 4 1 1.000
1 10 1.000 100 4 1 1.000
1 10 0.000 1000 4 3 0.000
1 10 0.020 1000 4 3 0.000
1 10 0.040 1000 4 3 0.000
1 10 0.060 1000 4 3 0.000
1 10 0.080 1000 4 3 0.000
1 10 0.100 1000 4 3 0.000
1 10 0.120 1000 4 4 0.000
1 10 0.140 1000 4 3 0.000
1 10 0.160 1000 4 6 0.500
1 10 0.180 1000 4 6 0.250
1 10 0.200 1000 4 6 0.250
1 10 0.220 1000 4 7 1.000
1 10 0.240 1000 4 7 0.750
1 10 0.260 1000 4 7 0.500
1 10 0.280 1000 4 8 1.000
1 10 0.300 1000 4 9 1.000
1 10 0.320 1000 4 9 1.000
1 10 0.340 1000 4 9 1.000
1 10 0.360 1000 4 9 1.000
1 10 0.380 1000 4 9 1.000
1 10 0.400 1000 4 10 1.000
1 10 0.420 1000 4 10 1.000
1 10 0.440 1000 4 10 1.000
1 10 0.460 1000 4 10 0.750
1 10 0.480 1000 4 10 1.000
