Flag N d M NbThreads AvgTime Probability
1 10 0.000 1 8 0 0.000
1 10 0.020 1 8 0 0.000
1 10 0.040 1 8 0 0.000
1 10 0.060 1 8 0 0.000
1 10 0.080 1 8 0 0.000
1 10 0.100 1 8 0 0.000
1 10 0.120 1 8 0 0.000
1 10 0.140 1 8 0 0.000
1 10 0.160 1 8 0 0.000
1 10 0.180 1 8 0 0.000
1 10 0.200 1 8 0 0.000
1 10 0.220 1 8 0 1.000
1 10 0.240 1 8 0 1.000
1 10 0.260 1 8 0 1.000
1 10 0.280 1 8 0 1.000
1 10 0.300 1 8 0 1.000
1 10 0.320 1 8 0 1.000
1 10 0.340 1 8 0 1.000
1 10 0.360 1 8 0 1.000
1 10 0.380 1 8 0 1.000
1 10 0.400 1 8 0 1.000
1 10 0.420 1 8 0 1.000
1 10 0.440 1 8 0 1.000
1 10 0.460 1 8 0 1.000
1 10 0.480 1 8 0 1.000
1 10 0.500 1 8 0 1.000
1 10 0.520 1 8 0 1.000
1 10 0.540 1 8 0 1.000
1 10 0.560 1 8 0 1.000
1 10 0.580 1 8 0 1.000
1 10 0.600 1 8 0 1.000
1 10 0.620 1 8 0 1.000
1 10 0.640 1 8 0 1.000
1 10 0.660 1 8 0 1.000
1 10 0.680 1 8 0 1.000
1 10 0.700 1 8 0 1.000
1 10 0.720 1 8 0 1.000
1 10 0.740 1 8 0 1.000
1 10 0.760 1 8 0 1.000
1 10 0.780 1 8 0 1.000
1 10 0.800 1 8 0 1.000
1 10 0.820 1 8 0 1.000
1 10 0.840 1 8 0 1.000
1 10 0.860 1 8 0 1.000
1 10 0.880 1 8 0 1.000
1 10 0.900 1 8 0 1.000
1 10 0.920 1 8 0 1.000
1 10 0.940 1 8 0 1.000
1 10 0.960 1 8 0 1.000
1 10 0.980 1 8 0 1.000
1 10 1.000 1 8 0 1.000
1 10 0.000 10 8 0 0.000
1 10 0.020 10 8 0 0.000
1 10 0.040 10 8 0 0.000
1 10 0.060 10 8 0 0.000
1 10 0.080 10 8 0 0.000
1 10 0.100 10 8 0 0.000
1 10 0.120 10 8 0 0.000
1 10 0.140 10 8 0 0.200
1 10 0.160 10 8 0 0.400
1 10 0.180 10 8 0 0.600
1 10 0.200 10 8 0 0.200
1 10 0.220 10 8 0 0.400
1 10 0.240 10 8 0 0.400
1 10 0.260 10 8 0 0.800
1 10 0.280 10 8 0 1.000
1 10 0.300 10 8 0 0.800
1 10 0.320 10 8 0 1.000
1 10 0.340 10 8 0 1.000
1 10 0.360 10 8 0 1.000
1 10 0.380 10 8 0 1.000
1 10 0.400 10 8 0 1.000
1 10 0.420 10 8 0 1.000
1 10 0.440 10 8 0 1.000
1 10 0.460 10 8 0 1.000
1 10 0.480 10 8 0 1.000
1 10 0.500 10 8 0 1.000
1 10 0.520 10 8 0 1.000
1 10 0.540 10 8 0 1.000
1 10 0.560 10 8 0 1.000
1 10 0.580 10 8 0 1.000
1 10 0.600 10 8 0 1.000
1 10 0.620 10 8 0 1.000
1 10 0.640 10 8 0 1.000
1 10 0.660 10 8 0 1.000
1 10 0.680 10 8 0 1.000
1 10 0.700 10 8 0 1.000
1 10 0.720 10 8 0 1.000
1 10 0.740 10 8 0 1.000
1 10 0.760 10 8 0 1.000
1 10 0.780 10 8 0 1.000
1 10 0.800 10 8 0 1.000
1 10 0.820 10 8 0 1.000
1 10 0.840 10 8 0 1.000
1 10 0.860 10 8 0 1.000
1 10 0.880 10 8 0 1.000
1 10 0.900 10 8 0 1.000
1 10 0.920 10 8 0 1.000
1 10 0.940 10 8 0 1.000
1 10 0.960 10 8 0 1.000
1 10 0.980 10 8 0 1.000
1 10 1.000 10 8 0 1.000
1 10 0.000 100 8 0 0.000
1 10 0.020 100 8 0 0.000
1 10 0.040 100 8 0 0.000
1 10 0.060 100 8 0 0.000
1 10 0.080 100 8 0 0.000
1 10 0.100 100 8 0 0.000
1 10 0.120 100 8 0 0.130
1 10 0.140 100 8 0 0.130
1 10 0.160 100 8 0 0.130
1 10 0.180 100 8 0 0.260
1 10 0.200 100 8 0 0.480
1 10 0.220 100 8 0 0.780
1 10 0.240 100 8 0 0.870
1 10 0.260 100 8 0 0.870
1 10 0.280 100 8 0 1.000
1 10 0.300 100 8 0 1.000
1 10 0.320 100 8 0 1.000
1 10 0.340 100 8 0 0.870
1 10 0.360 100 8 1 1.000
1 10 0.380 100 8 1 1.000
1 10 0.400 100 8 1 1.000
1 10 0.420 100 8 1 1.000
1 10 0.440 100 8 1 1.000
1 10 0.460 100 8 1 1.000
1 10 0.480 100 8 1 1.000
1 10 0.500 100 8 1 1.000
1 10 0.520 100 8 1 1.000
1 10 0.540 100 8 1 1.000
1 10 0.560 100 8 1 1.000
1 10 0.580 100 8 1 1.000
1 10 0.600 100 8 1 1.000
1 10 0.620 100 8 1 1.000
1 10 0.640 100 8 1 1.000
1 10 0.660 100 8 1 1.000
1 10 0.680 100 8 1 1.000
1 10 0.700 100 8 1 1.000
1 10 0.720 100 8 1 1.000
1 10 0.740 100 8 1 1.000
1 10 0.760 100 8 1 1.000
1 10 0.780 100 8 1 1.000
1 10 0.800 100 8 1 1.000
1 10 0.820 100 8 1 1.000
1 10 0.840 100 8 1 1.000
1 10 0.860 100 8 1 1.000
1 10 0.880 100 8 1 1.000
1 10 0.900 100 8 1 1.000
1 10 0.920 100 8 1 1.000
1 10 0.940 100 8 1 1.000
1 10 0.960 100 8 1 1.000
1 10 0.980 100 8 1 1.000
1 10 1.000 100 8 1 1.000
1 10 0.000 1000 8 1 0.000
1 10 0.020 1000 8 1 0.000
1 10 0.040 1000 8 1 0.000
1 10 0.060 1000 8 1 0.000
1 10 0.080 1000 8 2 0.000
1 10 0.100 1000 8 2 0.000
1 10 0.120 1000 8 2 0.000
1 10 0.140 1000 8 2 0.000
1 10 0.160 1000 8 2 0.000
1 10 0.180 1000 8 3 0.250
1 10 0.200 1000 8 3 0.375
1 10 0.220 1000 8 3 0.250
1 10 0.240 1000 8 4 1.000
1 10 0.260 1000 8 4 0.500
1 10 0.280 1000 8 4 1.000
1 10 0.300 1000 8 4 1.000
1 10 0.320 1000 8 4 0.875
1 10 0.340 1000 8 4 1.000
1 10 0.360 1000 8 4 1.000
1 10 0.380 1000 8 5 1.000
1 10 0.400 1000 8 5 1.000
1 10 0.420 1000 8 5 1.000
1 10 0.440 1000 8 5 1.000
1 10 0.460 1000 8 5 1.000
1 10 0.480 1000 8 5 1.000
1 10 0.500 1000 8 5 1.000
1 10 0.520 1000 8 5 1.000
1 10 0.540 1000 8 5 1.000
1 10 0.560 1000 8 5 1.000
1 10 0.580 1000 8 5 1.000
1 10 0.600 1000 8 5 1.000
1 10 0.620 1000 8 5 1.000
1 10 0.640 1000 8 5 1.000
1 10 0.660 1000 8 5 1.000
1 10 0.680 1000 8 6 1.000
1 10 0.700 1000 8 6 1.000
1 10 0.720 1000 8 6 1.000
1 10 0.740 1000 8 6 1.000
1 10 0.760 1000 8 6 1.000
1 10 0.780 1000 8 6 1.000
1 10 0.800 1000 8 6 1.000
1 10 0.820 1000 8 6 1.000
1 10 0.840 1000 8 6 1.000
1 10 0.860 1000 8 17 1.000
1 10 0.880 1000 8 6 1.000
1 10 0.900 1000 8 6 1.000
1 10 0.920 1000 8 6 1.000
1 10 0.940 1000 8 6 1.000
1 10 0.960 1000 8 6 1.000
1 10 0.980 1000 8 6 1.000
